"Market","Season","Date","Bales","Total"
"US_Average","2011/2012",2012-04-27,"Daily",2513
"US_Average","2011/2012",2012-04-26,"Cumulative",834572
"US_Average","2011/2012",2012-04-26,"Daily",1520
"US_Average","2011/2012",2012-04-25,"Cumulative",833052
"US_Average","2011/2012",2012-04-25,"Daily",994
"US_Average","2011/2012",2012-04-24,"Cumulative",832058
"US_Average","2011/2012",2012-04-24,"Daily",587
"US_Average","2011/2012",2012-04-23,"Cumulative",831471
"US_Average","2011/2012",2012-04-23,"Daily",4953
"US_Average","2011/2012",2012-04-20,"Cumulative",826518
"US_Average","2011/2012",2012-04-20,"Daily",62
"US_Average","2011/2012",2012-04-19,"Cumulative",826456
"US_Average","2011/2012",2012-04-19,"Daily",482
"US_Average","2011/2012",2012-04-18,"Cumulative",825974
"US_Average","2011/2012",2012-04-18,"Daily",1842
"US_Average","2011/2012",2012-04-17,"Cumulative",824132
"US_Average","2011/2012",2012-04-17,"Daily",1672
"US_Average","2011/2012",2012-04-16,"Cumulative",822460
"US_Average","2011/2012",2012-04-16,"Daily",9
"US_Average","2011/2012",2012-04-13,"Cumulative",822451
"US_Average","2011/2012",2012-04-13,"Daily",581
"US_Average","2011/2012",2012-04-12,"Cumulative",821870
"US_Average","2011/2012",2012-04-12,"Daily",722
"US_Average","2011/2012",2012-04-11,"Cumulative",821148
"US_Average","2011/2012",2012-04-11,"Daily",753
"US_Average","2011/2012",2012-04-10,"Cumulative",820395
"US_Average","2011/2012",2012-04-10,"Daily",1648
"US_Average","2011/2012",2012-04-09,"Cumulative",818747
"US_Average","2011/2012",2012-04-09,"Daily",639
"US_Average","2011/2012",2012-04-05,"Cumulative",818108
"US_Average","2011/2012",2012-04-05,"Daily",2221
"US_Average","2011/2012",2012-04-04,"Cumulative",815887
"US_Average","2011/2012",2012-04-04,"Daily",867
"US_Average","2011/2012",2012-04-03,"Cumulative",815020
"US_Average","2011/2012",2012-04-03,"Daily",1183
"US_Average","2011/2012",2012-04-02,"Cumulative",813837
"US_Average","2011/2012",2012-04-02,"Daily",1350
"US_Average","2011/2012",2012-03-30,"Cumulative",812487
"US_Average","2011/2012",2012-03-30,"Daily",1078
"US_Average","2011/2012",2012-03-29,"Cumulative",811409
"US_Average","2011/2012",2012-03-29,"Daily",18295
"US_Average","2011/2012",2012-03-28,"Cumulative",793114
"US_Average","2011/2012",2012-03-28,"Daily",18851
"US_Average","2011/2012",2012-03-27,"Cumulative",774263
"US_Average","2011/2012",2012-03-27,"Daily",12958
"US_Average","2011/2012",2012-03-26,"Cumulative",761305
"US_Average","2011/2012",2012-03-26,"Daily",2567
"US_Average","2011/2012",2012-03-23,"Cumulative",758738
"US_Average","2011/2012",2012-03-23,"Daily",4981
"US_Average","2011/2012",2012-03-22,"Cumulative",753757
"US_Average","2011/2012",2012-03-22,"Daily",4322
"US_Average","2011/2012",2012-03-21,"Cumulative",749435
"US_Average","2011/2012",2012-03-21,"Daily",5080
"US_Average","2011/2012",2012-03-20,"Cumulative",744355
"US_Average","2011/2012",2012-03-20,"Daily",6506
"US_Average","2011/2012",2012-03-19,"Cumulative",737849
"US_Average","2011/2012",2012-03-19,"Daily",3765
"US_Average","2011/2012",2012-03-16,"Cumulative",734084
"US_Average","2011/2012",2012-03-16,"Daily",4605
"US_Average","2011/2012",2012-03-15,"Cumulative",729479
"US_Average","2011/2012",2012-03-15,"Daily",4025
"US_Average","2011/2012",2012-03-14,"Cumulative",725454
"US_Average","2011/2012",2012-03-14,"Daily",1182
"US_Average","2011/2012",2012-03-13,"Cumulative",724272
"US_Average","2011/2012",2012-03-13,"Daily",2107
"US_Average","2011/2012",2012-03-12,"Cumulative",722165
"US_Average","2011/2012",2012-03-12,"Daily",2683
"US_Average","2011/2012",2012-03-09,"Cumulative",719482
"US_Average","2011/2012",2012-03-09,"Daily",1919
"US_Average","2011/2012",2012-03-08,"Cumulative",717563
"US_Average","2011/2012",2012-03-08,"Daily",1886
"US_Average","2011/2012",2012-03-07,"Cumulative",715677
"US_Average","2011/2012",2012-03-07,"Daily",1634
"US_Average","2011/2012",2012-03-06,"Cumulative",714043
"US_Average","2011/2012",2012-03-06,"Daily",5878
"US_Average","2011/2012",2012-03-05,"Cumulative",708165
"US_Average","2011/2012",2012-03-05,"Daily",3205
"US_Average","2011/2012",2012-03-02,"Cumulative",704960
"US_Average","2011/2012",2012-03-02,"Daily",1357
"US_Average","2011/2012",2012-03-01,"Cumulative",703603
"US_Average","2011/2012",2012-03-01,"Daily",9731
"US_Average","2011/2012",2012-02-29,"Cumulative",693872
"US_Average","2011/2012",2012-02-29,"Daily",9296
"US_Average","2011/2012",2012-02-28,"Cumulative",684576
"US_Average","2011/2012",2012-02-28,"Daily",9096
"US_Average","2011/2012",2012-02-27,"Cumulative",675480
"US_Average","2011/2012",2012-02-27,"Daily",3967
"US_Average","2011/2012",2012-02-24,"Cumulative",671513
"US_Average","2011/2012",2012-02-24,"Daily",1061
"US_Average","2011/2012",2012-02-23,"Cumulative",670452
"US_Average","2011/2012",2012-02-23,"Daily",1291
"US_Average","2011/2012",2012-02-22,"Cumulative",669161
"US_Average","2011/2012",2012-02-22,"Daily",4834
"US_Average","2011/2012",2012-02-21,"Cumulative",664327
"US_Average","2011/2012",2012-02-21,"Daily",4291
"US_Average","2011/2012",2012-02-17,"Cumulative",660036
"US_Average","2011/2012",2012-02-17,"Daily",2721
"US_Average","2011/2012",2012-02-16,"Cumulative",657315
"US_Average","2011/2012",2012-02-16,"Daily",10153
"US_Average","2011/2012",2012-02-15,"Cumulative",647162
"US_Average","2011/2012",2012-02-15,"Daily",5061
"US_Average","2011/2012",2012-02-14,"Cumulative",642101
"US_Average","2011/2012",2012-02-14,"Daily",3633
"US_Average","2011/2012",2012-02-13,"Cumulative",638468
"US_Average","2011/2012",2012-02-13,"Daily",2592
"US_Average","2011/2012",2012-02-10,"Cumulative",635876
"US_Average","2011/2012",2012-02-10,"Daily",3029
"US_Average","2011/2012",2012-02-09,"Cumulative",632847
"US_Average","2011/2012",2012-02-09,"Daily",4467
"US_Average","2011/2012",2012-02-08,"Cumulative",628380
"US_Average","2011/2012",2012-02-08,"Daily",4930
"US_Average","2011/2012",2012-02-07,"Cumulative",623450
"US_Average","2011/2012",2012-02-07,"Daily",7604
"US_Average","2011/2012",2012-02-06,"Cumulative",615846
"US_Average","2011/2012",2012-02-06,"Daily",11052
"US_Average","2011/2012",2012-02-03,"Cumulative",604794
"US_Average","2011/2012",2012-02-03,"Daily",7908
"US_Average","2011/2012",2012-02-02,"Cumulative",596886
"US_Average","2011/2012",2012-02-02,"Daily",9244
"US_Average","2011/2012",2012-02-01,"Cumulative",587642
"US_Average","2011/2012",2012-02-01,"Daily",3104
"US_Average","2011/2012",2012-01-31,"Cumulative",584538
"US_Average","2011/2012",2012-01-31,"Daily",2203
"US_Average","2011/2012",2012-01-30,"Cumulative",582335
"US_Average","2011/2012",2012-01-30,"Daily",1634
"US_Average","2011/2012",2012-01-27,"Cumulative",580701
"US_Average","2011/2012",2012-01-27,"Daily",10027
"US_Average","2011/2012",2012-01-26,"Cumulative",570674
"US_Average","2011/2012",2012-01-26,"Daily",2140
"US_Average","2011/2012",2012-01-25,"Cumulative",568534
"US_Average","2011/2012",2012-01-25,"Daily",6304
"US_Average","2011/2012",2012-01-24,"Cumulative",562230
"US_Average","2011/2012",2012-01-24,"Daily",19612
"US_Average","2011/2012",2012-01-23,"Cumulative",542618
"US_Average","2011/2012",2012-01-23,"Daily",13662
"US_Average","2011/2012",2012-01-20,"Cumulative",528956
"US_Average","2011/2012",2012-01-20,"Daily",12694
"US_Average","2011/2012",2012-01-19,"Cumulative",516262
"US_Average","2011/2012",2012-01-19,"Daily",10911
"US_Average","2011/2012",2012-01-18,"Cumulative",505351
"US_Average","2011/2012",2012-01-18,"Daily",9466
"US_Average","2011/2012",2012-01-17,"Cumulative",495885
"US_Average","2011/2012",2012-01-17,"Daily",11216
"US_Average","2011/2012",2012-01-13,"Cumulative",484669
"US_Average","2011/2012",2012-01-13,"Daily",3874
"US_Average","2011/2012",2012-01-12,"Cumulative",480795
"US_Average","2011/2012",2012-01-12,"Daily",9162
"US_Average","2011/2012",2012-01-11,"Cumulative",471633
"US_Average","2011/2012",2012-01-11,"Daily",15178
"US_Average","2011/2012",2012-01-10,"Cumulative",456455
"US_Average","2011/2012",2012-01-10,"Daily",18482
"US_Average","2011/2012",2012-01-09,"Cumulative",437973
"US_Average","2011/2012",2012-01-09,"Daily",12334
"US_Average","2011/2012",2012-01-06,"Cumulative",425639
"US_Average","2011/2012",2012-01-06,"Daily",9627
"US_Average","2011/2012",2012-01-05,"Cumulative",416012
"US_Average","2011/2012",2012-01-05,"Daily",7099
"US_Average","2011/2012",2012-01-04,"Cumulative",408913
"US_Average","2011/2012",2012-01-04,"Daily",6741
"US_Average","2011/2012",2012-01-03,"Cumulative",402172
"US_Average","2011/2012",2012-01-03,"Daily",15183
"US_Average","2011/2012",2011-12-30,"Cumulative",386989
"US_Average","2011/2012",2011-12-30,"Daily",3459
"US_Average","2011/2012",2011-12-29,"Cumulative",383530
"US_Average","2011/2012",2011-12-29,"Daily",9506
"US_Average","2011/2012",2011-12-28,"Cumulative",374024
"US_Average","2011/2012",2011-12-28,"Daily",13033
"US_Average","2011/2012",2011-12-27,"Cumulative",360991
"US_Average","2011/2012",2011-12-27,"Daily",3730
"US_Average","2011/2012",2011-12-23,"Cumulative",357261
"US_Average","2011/2012",2011-12-23,"Daily",2476
"US_Average","2011/2012",2011-12-22,"Cumulative",354785
"US_Average","2011/2012",2011-12-22,"Daily",3991
"US_Average","2011/2012",2011-12-21,"Cumulative",350794
"US_Average","2011/2012",2011-12-21,"Daily",2379
"US_Average","2011/2012",2011-12-20,"Cumulative",348415
"US_Average","2011/2012",2011-12-20,"Daily",8051
"US_Average","2011/2012",2011-12-19,"Cumulative",340364
"US_Average","2011/2012",2011-12-19,"Daily",4398
"US_Average","2011/2012",2011-12-16,"Cumulative",335966
"US_Average","2011/2012",2011-12-16,"Daily",4568
"US_Average","2011/2012",2011-12-15,"Cumulative",331398
"US_Average","2011/2012",2011-12-15,"Daily",7069
"US_Average","2011/2012",2011-12-14,"Cumulative",324329
"US_Average","2011/2012",2011-12-14,"Daily",6182
"US_Average","2011/2012",2011-12-13,"Cumulative",318147
"US_Average","2011/2012",2011-12-13,"Daily",3202
"US_Average","2011/2012",2011-12-12,"Cumulative",314945
"US_Average","2011/2012",2011-12-12,"Daily",1838
"US_Average","2011/2012",2011-12-09,"Cumulative",313107
"US_Average","2011/2012",2011-12-09,"Daily",2813
"US_Average","2011/2012",2011-12-08,"Cumulative",310294
"US_Average","2011/2012",2011-12-08,"Daily",4800
"US_Average","2011/2012",2011-12-07,"Cumulative",305494
"US_Average","2011/2012",2011-12-07,"Daily",16488
"US_Average","2011/2012",2011-12-06,"Cumulative",289006
"US_Average","2011/2012",2011-12-06,"Daily",13190
"US_Average","2011/2012",2011-12-05,"Cumulative",275816
"US_Average","2011/2012",2011-12-05,"Daily",10274
"US_Average","2011/2012",2011-12-02,"Cumulative",265542
"US_Average","2011/2012",2011-12-02,"Daily",4093
"US_Average","2011/2012",2011-12-01,"Cumulative",261449
"US_Average","2011/2012",2011-12-01,"Daily",5531
"US_Average","2011/2012",2011-11-30,"Cumulative",255918
"US_Average","2011/2012",2011-11-30,"Daily",8792
"US_Average","2011/2012",2011-11-29,"Cumulative",247126
"US_Average","2011/2012",2011-11-29,"Daily",11130
"US_Average","2011/2012",2011-11-28,"Cumulative",235996
"US_Average","2011/2012",2011-11-28,"Daily",3656
"US_Average","2011/2012",2011-11-25,"Cumulative",232340
"US_Average","2011/2012",2011-11-25,"Daily",2838
"US_Average","2011/2012",2011-11-23,"Cumulative",229502
"US_Average","2011/2012",2011-11-23,"Daily",7915
"US_Average","2011/2012",2011-11-22,"Cumulative",221587
"US_Average","2011/2012",2011-11-22,"Daily",3976
"US_Average","2011/2012",2011-11-21,"Cumulative",217611
"US_Average","2011/2012",2011-11-21,"Daily",1329
"US_Average","2011/2012",2011-11-18,"Cumulative",216282
"US_Average","2011/2012",2011-11-18,"Daily",1994
"US_Average","2011/2012",2011-11-17,"Cumulative",214288
"US_Average","2011/2012",2011-11-17,"Daily",7769
"US_Average","2011/2012",2011-11-16,"Cumulative",206519
"US_Average","2011/2012",2011-11-16,"Daily",8650
"US_Average","2011/2012",2011-11-15,"Cumulative",197869
"US_Average","2011/2012",2011-11-15,"Daily",4718
"US_Average","2011/2012",2011-11-14,"Cumulative",193151
"US_Average","2011/2012",2011-11-14,"Daily",17140
"US_Average","2011/2012",2011-11-11,"Cumulative",176011
"US_Average","2011/2012",2011-11-11,"Daily",1250
"US_Average","2011/2012",2011-11-10,"Cumulative",174761
"US_Average","2011/2012",2011-11-10,"Daily",8011
"US_Average","2011/2012",2011-11-09,"Cumulative",166750
"US_Average","2011/2012",2011-11-09,"Daily",9217
"US_Average","2011/2012",2011-11-08,"Cumulative",157533
"US_Average","2011/2012",2011-11-08,"Daily",3643
"US_Average","2011/2012",2011-11-07,"Cumulative",153890
"US_Average","2011/2012",2011-11-07,"Daily",956
"US_Average","2011/2012",2011-11-04,"Cumulative",152934
"US_Average","2011/2012",2011-11-04,"Daily",2775
"US_Average","2011/2012",2011-11-03,"Cumulative",150159
"US_Average","2011/2012",2011-11-03,"Daily",6134
"US_Average","2011/2012",2011-11-02,"Cumulative",144025
"US_Average","2011/2012",2011-11-02,"Daily",4571
"US_Average","2011/2012",2011-11-01,"Cumulative",139454
"US_Average","2011/2012",2011-11-01,"Daily",3119
"US_Average","2011/2012",2011-10-31,"Cumulative",136335
"US_Average","2011/2012",2011-10-31,"Daily",3814
"US_Average","2011/2012",2011-10-28,"Cumulative",132521
"US_Average","2011/2012",2011-10-28,"Daily",9901
"US_Average","2011/2012",2011-10-27,"Cumulative",122620
"US_Average","2011/2012",2011-10-27,"Daily",8806
"US_Average","2011/2012",2011-10-26,"Cumulative",113814
"US_Average","2011/2012",2011-10-26,"Daily",8108
"US_Average","2011/2012",2011-10-25,"Cumulative",105706
"US_Average","2011/2012",2011-10-25,"Daily",1526
"US_Average","2011/2012",2011-10-24,"Cumulative",104180
"US_Average","2011/2012",2011-10-24,"Daily",13614
"US_Average","2011/2012",2011-10-21,"Cumulative",90566
"US_Average","2011/2012",2011-10-21,"Daily",6418
"US_Average","2011/2012",2011-10-20,"Cumulative",84148
"US_Average","2011/2012",2011-10-20,"Daily",5302
"US_Average","2011/2012",2011-10-19,"Cumulative",78846
"US_Average","2011/2012",2011-10-19,"Daily",4585
"US_Average","2011/2012",2011-10-18,"Cumulative",74261
"US_Average","2011/2012",2011-10-18,"Daily",5792
"US_Average","2011/2012",2011-10-17,"Cumulative",68469
"US_Average","2011/2012",2011-10-17,"Daily",6615
"US_Average","2011/2012",2011-10-14,"Cumulative",61854
"US_Average","2011/2012",2011-10-14,"Daily",2446
"US_Average","2011/2012",2011-10-13,"Cumulative",59408
"US_Average","2011/2012",2011-10-13,"Daily",2274
"US_Average","2011/2012",2011-10-12,"Cumulative",57134
"US_Average","2011/2012",2011-10-12,"Daily",1629
"US_Average","2011/2012",2011-10-11,"Cumulative",55505
"US_Average","2011/2012",2011-10-11,"Daily",1333
"US_Average","2011/2012",2011-10-10,"Cumulative",54172
"US_Average","2011/2012",2011-10-10,"Daily",0
"US_Average","2011/2012",2011-10-07,"Cumulative",54172
"US_Average","2011/2012",2011-10-07,"Daily",3456
"US_Average","2011/2012",2011-10-06,"Cumulative",50716
"US_Average","2011/2012",2011-10-06,"Daily",5518
"US_Average","2011/2012",2011-10-05,"Cumulative",45198
"US_Average","2011/2012",2011-10-05,"Daily",2422
"US_Average","2011/2012",2011-10-04,"Cumulative",42776
"US_Average","2011/2012",2011-10-04,"Daily",1801
"US_Average","2011/2012",2011-10-03,"Cumulative",40975
"US_Average","2011/2012",2011-10-03,"Daily",0
"US_Average","2011/2012",2011-09-30,"Cumulative",40975
"US_Average","2011/2012",2011-09-30,"Daily",1219
"US_Average","2011/2012",2011-09-29,"Cumulative",39756
"US_Average","2011/2012",2011-09-29,"Daily",5393
"US_Average","2011/2012",2011-09-28,"Cumulative",34363
"US_Average","2011/2012",2011-09-28,"Daily",4244
"US_Average","2011/2012",2011-09-27,"Cumulative",30119
"US_Average","2011/2012",2011-09-27,"Daily",2947
"US_Average","2011/2012",2011-09-26,"Cumulative",27172
"US_Average","2011/2012",2011-09-26,"Daily",0
"US_Average","2011/2012",2011-09-23,"Cumulative",27172
"US_Average","2011/2012",2011-09-23,"Daily",186
"US_Average","2011/2012",2011-09-22,"Cumulative",26986
"US_Average","2011/2012",2011-09-22,"Daily",788
"US_Average","2011/2012",2011-09-21,"Cumulative",26198
"US_Average","2011/2012",2011-09-21,"Daily",0
"US_Average","2011/2012",2011-09-20,"Cumulative",26198
"US_Average","2011/2012",2011-09-20,"Daily",170
"US_Average","2011/2012",2011-09-19,"Cumulative",26028
"US_Average","2011/2012",2011-09-19,"Daily",88
"US_Average","2011/2012",2011-09-16,"Cumulative",25940
"US_Average","2011/2012",2011-09-16,"Daily",1102
"US_Average","2011/2012",2011-09-15,"Cumulative",24838
"US_Average","2011/2012",2011-09-15,"Daily",1144
"US_Average","2011/2012",2011-09-14,"Cumulative",23694
"US_Average","2011/2012",2011-09-14,"Daily",828
"US_Average","2011/2012",2011-09-13,"Cumulative",22866
"US_Average","2011/2012",2011-09-13,"Daily",2862
"US_Average","2011/2012",2011-09-12,"Cumulative",20004
"US_Average","2011/2012",2011-09-12,"Daily",127
"US_Average","2011/2012",2011-09-09,"Cumulative",19877
"US_Average","2011/2012",2011-09-09,"Daily",2427
"US_Average","2011/2012",2011-09-08,"Cumulative",17450
"US_Average","2011/2012",2011-09-08,"Daily",3211
"US_Average","2011/2012",2011-09-07,"Cumulative",14239
"US_Average","2011/2012",2011-09-07,"Daily",1797
"US_Average","2011/2012",2011-09-06,"Cumulative",12442
"US_Average","2011/2012",2011-09-06,"Daily",1520
"US_Average","2011/2012",2011-09-02,"Cumulative",10922
"US_Average","2011/2012",2011-09-02,"Daily",390
"US_Average","2011/2012",2011-09-01,"Cumulative",10532
"US_Average","2011/2012",2011-09-01,"Daily",770
"US_Average","2011/2012",2011-08-31,"Cumulative",9762
"US_Average","2011/2012",2011-08-31,"Daily",83
"US_Average","2011/2012",2011-08-30,"Cumulative",9679
"US_Average","2011/2012",2011-08-30,"Daily",740
"US_Average","2011/2012",2011-08-29,"Cumulative",8939
"US_Average","2011/2012",2011-08-29,"Daily",353
"US_Average","2011/2012",2011-08-26,"Cumulative",8586
"US_Average","2011/2012",2011-08-26,"Daily",623
"US_Average","2011/2012",2011-08-25,"Cumulative",7963
"US_Average","2011/2012",2011-08-25,"Daily",2022
"US_Average","2011/2012",2011-08-24,"Cumulative",5941
"US_Average","2011/2012",2011-08-24,"Daily",1333
"US_Average","2011/2012",2011-08-23,"Cumulative",4608
"US_Average","2011/2012",2011-08-23,"Daily",18
"US_Average","2011/2012",2011-08-22,"Cumulative",4590
"US_Average","2011/2012",2011-08-22,"Daily",0
"US_Average","2011/2012",2011-08-19,"Cumulative",4590
"US_Average","2011/2012",2011-08-19,"Daily",616
"US_Average","2011/2012",2011-08-18,"Cumulative",3974
"US_Average","2011/2012",2011-08-18,"Daily",452
"US_Average","2011/2012",2011-08-17,"Cumulative",3522
"US_Average","2011/2012",2011-08-17,"Daily",2110
"US_Average","2011/2012",2011-08-16,"Cumulative",1412
"US_Average","2011/2012",2011-08-16,"Daily",253
"US_Average","2011/2012",2011-08-15,"Cumulative",1159
"US_Average","2011/2012",2011-08-15,"Daily",217
"US_Average","2011/2012",2011-08-12,"Cumulative",942
"US_Average","2011/2012",2011-08-12,"Daily",0
"US_Average","2011/2012",2011-08-11,"Cumulative",942
"US_Average","2011/2012",2011-08-11,"Daily",440
"US_Average","2011/2012",2011-08-10,"Cumulative",502
"US_Average","2011/2012",2011-08-10,"Daily",0
"US_Average","2011/2012",2011-08-09,"Cumulative",502
"US_Average","2011/2012",2011-08-09,"Daily",0
"US_Average","2011/2012",2011-08-08,"Cumulative",502
"US_Average","2011/2012",2011-08-08,"Daily",0
"US_Average","2011/2012",2011-08-05,"Cumulative",502
"US_Average","2011/2012",2011-08-05,"Daily",398
"US_Average","2011/2012",2011-08-04,"Cumulative",104
"US_Average","2011/2012",2011-08-04,"Daily",0
"US_Average","2011/2012",2011-08-03,"Cumulative",104
"US_Average","2011/2012",2011-08-03,"Daily",38
"US_Average","2011/2012",2011-08-02,"Cumulative",66
"US_Average","2011/2012",2011-08-02,"Daily",66
"US_Average","2011/2012",2011-08-01,"Cumulative",0
"US_Average","2011/2012",2011-08-01,"Daily",0
"US_Average","2010/2011",2011-07-29,"Cumulative",651473
"US_Average","2010/2011",2011-07-29,"Daily",0
"US_Average","2010/2011",2011-07-28,"Cumulative",651473
"US_Average","2010/2011",2011-07-28,"Daily",0
"US_Average","2010/2011",2011-07-27,"Cumulative",651473
"US_Average","2010/2011",2011-07-27,"Daily",5010
"US_Average","2010/2011",2011-07-26,"Cumulative",646463
"US_Average","2010/2011",2011-07-26,"Daily",0
"US_Average","2010/2011",2011-07-25,"Cumulative",646463
"US_Average","2010/2011",2011-07-25,"Daily",0
"US_Average","2010/2011",2011-07-22,"Cumulative",646463
"US_Average","2010/2011",2011-07-22,"Daily",0
"US_Average","2010/2011",2011-07-21,"Cumulative",646463
"US_Average","2010/2011",2011-07-21,"Daily",0
"US_Average","2010/2011",2011-07-20,"Cumulative",646463
"US_Average","2010/2011",2011-07-20,"Daily",88
"US_Average","2010/2011",2011-07-19,"Cumulative",646375
"US_Average","2010/2011",2011-07-19,"Daily",0
"US_Average","2010/2011",2011-07-18,"Cumulative",646375
"US_Average","2010/2011",2011-07-18,"Daily",177
"US_Average","2010/2011",2011-07-15,"Cumulative",646198
"US_Average","2010/2011",2011-07-15,"Daily",0
"US_Average","2010/2011",2011-07-14,"Cumulative",646198
"US_Average","2010/2011",2011-07-14,"Daily",0
"US_Average","2010/2011",2011-07-13,"Cumulative",646198
"US_Average","2010/2011",2011-07-13,"Daily",0
"US_Average","2010/2011",2011-07-12,"Cumulative",646198
"US_Average","2010/2011",2011-07-12,"Daily",1172
"US_Average","2010/2011",2011-07-11,"Cumulative",645026
"US_Average","2010/2011",2011-07-11,"Daily",1056
"US_Average","2010/2011",2011-07-08,"Cumulative",643970
"US_Average","2010/2011",2011-07-08,"Daily",0
"US_Average","2010/2011",2011-07-07,"Cumulative",643970
"US_Average","2010/2011",2011-07-07,"Daily",78
"US_Average","2010/2011",2011-07-06,"Cumulative",643892
"US_Average","2010/2011",2011-07-06,"Daily",0
"US_Average","2010/2011",2011-07-05,"Cumulative",643892
"US_Average","2010/2011",2011-07-05,"Daily",0
"US_Average","2010/2011",2011-07-01,"Cumulative",643892
"US_Average","2010/2011",2011-07-01,"Daily",0
"US_Average","2010/2011",2011-06-30,"Cumulative",643892
"US_Average","2010/2011",2011-06-30,"Daily",0
"US_Average","2010/2011",2011-06-29,"Cumulative",643892
"US_Average","2010/2011",2011-06-29,"Daily",0
"US_Average","2010/2011",2011-06-28,"Cumulative",643892
"US_Average","2010/2011",2011-06-28,"Daily",3
"US_Average","2010/2011",2011-06-27,"Cumulative",643889
"US_Average","2010/2011",2011-06-27,"Daily",0
"US_Average","2010/2011",2011-06-24,"Cumulative",643889
"US_Average","2010/2011",2011-06-24,"Daily",464
"US_Average","2010/2011",2011-06-23,"Cumulative",643425
"US_Average","2010/2011",2011-06-23,"Daily",1222
"US_Average","2010/2011",2011-06-22,"Cumulative",642203
"US_Average","2010/2011",2011-06-22,"Daily",0
"US_Average","2010/2011",2011-06-21,"Cumulative",642203
"US_Average","2010/2011",2011-06-21,"Daily",0
"US_Average","2010/2011",2011-06-20,"Cumulative",642203
"US_Average","2010/2011",2011-06-20,"Daily",0
"US_Average","2010/2011",2011-06-17,"Cumulative",642203
"US_Average","2010/2011",2011-06-17,"Daily",0
"US_Average","2010/2011",2011-06-16,"Cumulative",642203
"US_Average","2010/2011",2011-06-16,"Daily",9352
"US_Average","2010/2011",2011-06-15,"Cumulative",632851
"US_Average","2010/2011",2011-06-15,"Daily",19181
"US_Average","2010/2011",2011-06-14,"Cumulative",613670
"US_Average","2010/2011",2011-06-14,"Daily",0
"US_Average","2010/2011",2011-06-13,"Cumulative",613670
"US_Average","2010/2011",2011-06-13,"Daily",1
"US_Average","2010/2011",2011-06-10,"Cumulative",613669
"US_Average","2010/2011",2011-06-10,"Daily",0
"US_Average","2010/2011",2011-06-09,"Cumulative",613669
"US_Average","2010/2011",2011-06-09,"Daily",342
"US_Average","2010/2011",2011-06-08,"Cumulative",613327
"US_Average","2010/2011",2011-06-08,"Daily",0
"US_Average","2010/2011",2011-06-07,"Cumulative",613327
"US_Average","2010/2011",2011-06-07,"Daily",0
"US_Average","2010/2011",2011-06-06,"Cumulative",613327
"US_Average","2010/2011",2011-06-06,"Daily",2535
"US_Average","2010/2011",2011-06-03,"Cumulative",610792
"US_Average","2010/2011",2011-06-03,"Daily",0
"US_Average","2010/2011",2011-06-02,"Cumulative",610792
"US_Average","2010/2011",2011-06-02,"Daily",0
"US_Average","2010/2011",2011-06-01,"Cumulative",610792
"US_Average","2010/2011",2011-06-01,"Daily",704
"US_Average","2010/2011",2011-05-31,"Cumulative",610088
"US_Average","2010/2011",2011-05-31,"Daily",2664
"US_Average","2010/2011",2011-05-27,"Cumulative",607424
"US_Average","2010/2011",2011-05-27,"Daily",616
"US_Average","2010/2011",2011-05-26,"Cumulative",606808
"US_Average","2010/2011",2011-05-26,"Daily",1445
"US_Average","2010/2011",2011-05-25,"Cumulative",605363
"US_Average","2010/2011",2011-05-25,"Daily",1494
"US_Average","2010/2011",2011-05-24,"Cumulative",603869
"US_Average","2010/2011",2011-05-24,"Daily",932
"US_Average","2010/2011",2011-05-23,"Cumulative",602937
"US_Average","2010/2011",2011-05-23,"Daily",3258
"US_Average","2010/2011",2011-05-20,"Cumulative",599679
"US_Average","2010/2011",2011-05-20,"Daily",0
"US_Average","2010/2011",2011-05-19,"Cumulative",599679
"US_Average","2010/2011",2011-05-19,"Daily",616
"US_Average","2010/2011",2011-05-18,"Cumulative",599063
"US_Average","2010/2011",2011-05-18,"Daily",0
"US_Average","2010/2011",2011-05-17,"Cumulative",599063
"US_Average","2010/2011",2011-05-17,"Daily",6565
"US_Average","2010/2011",2011-05-16,"Cumulative",592498
"US_Average","2010/2011",2011-05-16,"Daily",0
"US_Average","2010/2011",2011-05-13,"Cumulative",592498
"US_Average","2010/2011",2011-05-13,"Daily",10
"US_Average","2010/2011",2011-05-12,"Cumulative",592488
"US_Average","2010/2011",2011-05-12,"Daily",0
"US_Average","2010/2011",2011-05-11,"Cumulative",592488
"US_Average","2010/2011",2011-05-11,"Daily",692
"US_Average","2010/2011",2011-05-10,"Cumulative",591796
"US_Average","2010/2011",2011-05-10,"Daily",0
"US_Average","2010/2011",2011-05-09,"Cumulative",591796
"US_Average","2010/2011",2011-05-09,"Daily",0
"US_Average","2010/2011",2011-05-06,"Cumulative",591796
"US_Average","2010/2011",2011-05-06,"Daily",0
"US_Average","2010/2011",2011-05-05,"Cumulative",591796
"US_Average","2010/2011",2011-05-05,"Daily",6746
"US_Average","2010/2011",2011-05-04,"Cumulative",585050
"US_Average","2010/2011",2011-05-04,"Daily",100
"US_Average","2010/2011",2011-05-03,"Cumulative",584950
"US_Average","2010/2011",2011-05-03,"Daily",1056
"US_Average","2010/2011",2011-05-02,"Cumulative",583894
"US_Average","2010/2011",2011-05-02,"Daily",1094
"US_Average","2010/2011",2011-04-29,"Cumulative",582800
"US_Average","2010/2011",2011-04-29,"Daily",1518
