ANO;Municipio;Regiao;V1;V2;V3;V4;V5;V6;V7
2013;Icaraíma;41012_12ª RS Umuarama;84.5;0;0;0;6;2;2
2014;Icaraíma;41012_12ª RS Umuarama;76;0;0;0;16;1;0
2015;Icaraíma;41012_12ª RS Umuarama;60.1;0;0;0;11;4;0
2016;Icaraíma;41012_12ª RS Umuarama;71.9;0;0;0;11;0;1
2017;Icaraíma;41012_12ª RS Umuarama;95;1;1;0;13;6;0
2013;Iporã;41012_12ª RS Umuarama;382.9;0;0;4;34;1;1
2014;Iporã;41012_12ª RS Umuarama;767.2;0;0;0;25;0;0
2015;Iporã;41012_12ª RS Umuarama;513.9;0;0;0;17;0;2
2016;Iporã;41012_12ª RS Umuarama;407.3;0;0;0;13;2;1
2017;Iporã;41012_12ª RS Umuarama;455.4;0;0;2;13;0;1
2013;Ivaté;41012_12ª RS Umuarama;18.1;1;1;0;8;1;0
2014;Ivaté;41012_12ª RS Umuarama;22.2;0;0;1;8;0;0
2015;Ivaté;41012_12ª RS Umuarama;22.1;0;0;0;7;0;1
2016;Ivaté;41012_12ª RS Umuarama;27.5;0;0;1;5;0;1
2017;Ivaté;41012_12ª RS Umuarama;31.7;0;0;0;12;0;0
2013;Maria Helena;41012_12ª RS Umuarama;39.4;0;0;0;5;0;0
2014;Maria Helena;41012_12ª RS Umuarama;51.3;1;1;0;6;0;0
2015;Maria Helena;41012_12ª RS Umuarama;45;1;1;0;7;0;1
2016;Maria Helena;41012_12ª RS Umuarama;53.2;0;0;1;2;1;0
2017;Maria Helena;41012_12ª RS Umuarama;54.5;0;0;1;4;1;1
2013;Mariluz;41012_12ª RS Umuarama;319.2;0;0;1;10;0;0
2014;Mariluz;41012_12ª RS Umuarama;319.1;1;0;0;8;1;1
2015;Mariluz;41012_12ª RS Umuarama;325.5;0;0;0;13;1;0
2016;Mariluz;41012_12ª RS Umuarama;388.3;0;0;1;6;2;2
2017;Mariluz;41012_12ª RS Umuarama;358.8;0;0;1;9;5;0
2013;Nova Olímpia;41012_12ª RS Umuarama;11;0;0;0;6;0;0
2014;Nova Olímpia;41012_12ª RS Umuarama;8.5;4;0;0;10;1;2
2015;Nova Olímpia;41012_12ª RS Umuarama;6.1;1;1;0;6;0;0
2016;Nova Olímpia;41012_12ª RS Umuarama;10.3;0;0;0;7;0;1
2017;Nova Olímpia;41012_12ª RS Umuarama;15.1;0;0;0;10;2;1
2013;Perobal;41012_12ª RS Umuarama;336.9;1;0;0;6;0;1
2014;Perobal;41012_12ª RS Umuarama;298.5;0;0;0;2;0;1
2015;Perobal;41012_12ª RS Umuarama;340.6;1;1;0;8;1;0
2016;Perobal;41012_12ª RS Umuarama;289.2;0;0;0;9;0;0
2017;Perobal;41012_12ª RS Umuarama;306.2;1;1;0;6;4;0
2013;Pérola;41012_12ª RS Umuarama;14.4;0;0;0;12;3;0
2014;Pérola;41012_12ª RS Umuarama;14.8;0;0;0;18;1;1
2015;Pérola;41012_12ª RS Umuarama;12.2;1;1;0;19;1;1
2016;Pérola;41012_12ª RS Umuarama;13.5;0;0;0;15;2;1
2017;Pérola;41012_12ª RS Umuarama;22.8;1;0;1;10;0;1
2013;São Jorge do Patrocínio;41012_12ª RS Umuarama;33.4;4;1;0;14;0;1
2014;São Jorge do Patrocínio;41012_12ª RS Umuarama;30.3;1;1;1;9;1;1
2015;São Jorge do Patrocínio;41012_12ª RS Umuarama;23;0;0;0;10;0;1
2016;São Jorge do Patrocínio;41012_12ª RS Umuarama;24;0;0;0;8;0;0
2017;São Jorge do Patrocínio;41012_12ª RS Umuarama;42.8;0;0;0;10;0;1
2013;Tapira;41012_12ª RS Umuarama;32.2;1;0;0;6;0;0
2014;Tapira;41012_12ª RS Umuarama;30.7;0;0;0;11;0;2
2015;Tapira;41012_12ª RS Umuarama;29.8;0;0;0;6;3;0
2016;Tapira;41012_12ª RS Umuarama;46.7;0;0;0;9;1;0
2017;Tapira;41012_12ª RS Umuarama;55.3;0;0;1;4;0;2
2013;Umuarama;41012_12ª RS Umuarama;93.4;0;0;7;109;3;7
2014;Umuarama;41012_12ª RS Umuarama;80.7;1;0;6;103;2;7
2015;Umuarama;41012_12ª RS Umuarama;80.7;2;0;6;112;4;5
2016;Umuarama;41012_12ª RS Umuarama;103;0;0;6;137;12;7
2017;Umuarama;41012_12ª RS Umuarama;112.5;0;0;6;141;5;6
2013;Xambrê;41012_12ª RS Umuarama;0;0;0;1;6;0;0
2014;Xambrê;41012_12ª RS Umuarama;12.1;0;0;1;7;0;2
2015;Xambrê;41012_12ª RS Umuarama;18.5;0;0;0;9;0;0
2016;Xambrê;41012_12ª RS Umuarama;22.6;0;0;1;4;0;0
2017;Xambrê;41012_12ª RS Umuarama;33.33;0;0;1;7;0;0
2013;Cianorte;41013_13ª RS Cianorte;517.8;2;0;2;79;20;4
2014;Cianorte;41013_13ª RS Cianorte;462.7;7;2;8;68;37;4
2015;Cianorte;41013_13ª RS Cianorte;285.5;4;0;2;81;47;7
2016;Cianorte;41013_13ª RS Cianorte;235.6;4;2;3;68;38;4
2017;Cianorte;41013_13ª RS Cianorte;273.2;4;2;4;84;95;7
2013;Cidade Gaúcha;41013_13ª RS Cianorte;25.4;0;0;2;8;1;0
2014;Cidade Gaúcha;41013_13ª RS Cianorte;36.3;0;0;0;12;2;2
2015;Cidade Gaúcha;41013_13ª RS Cianorte;57;4;0;2;16;0;0
2016;Cidade Gaúcha;41013_13ª RS Cianorte;76.9;0;0;0;9;1;1
2017;Cidade Gaúcha;41013_13ª RS Cianorte;57.4;0;0;1;16;7;2
2013;Guaporema;41013_13ª RS Cianorte;74.4;0;0;0;2;0;0
2014;Guaporema;41013_13ª RS Cianorte;70.9;0;0;1;3;0;0
2015;Guaporema;41013_13ª RS Cianorte;43.6;0;0;0;0;0;0
2016;Guaporema;41013_13ª RS Cianorte;43.3;0;0;0;0;0;0
2017;Guaporema;41013_13ª RS Cianorte;55.2;0;0;0;4;4;0
2013;Indianópolis;41013_13ª RS Cianorte;28.2;0;0;0;6;0;1
2014;Indianópolis;41013_13ª RS Cianorte;30.7;0;0;0;7;1;1
2015;Indianópolis;41013_13ª RS Cianorte;20.4;0;0;0;5;3;1
2016;Indianópolis;41013_13ª RS Cianorte;27.7;0;0;1;5;2;0
2017;Indianópolis;41013_13ª RS Cianorte;37.9;0;0;0;3;9;0
2013;Japurá;41013_13ª RS Cianorte;198.2;3;0;0;7;3;0
2014;Japurá;41013_13ª RS Cianorte;158.6;1;1;0;9;0;1
2015;Japurá;41013_13ª RS Cianorte;139.3;0;0;0;10;2;0
2016;Japurá;41013_13ª RS Cianorte;184.4;0;0;0;15;1;0
2017;Japurá;41013_13ª RS Cianorte;201.6;0;0;0;12;0;0
2013;Jussara;41013_13ª RS Cianorte;241.2;0;0;1;10;2;1
2014;Jussara;41013_13ª RS Cianorte;277.9;3;1;0;6;1;1
2015;Jussara;41013_13ª RS Cianorte;300;2;0;0;5;2;0
2016;Jussara;41013_13ª RS Cianorte;295;1;0;0;13;3;0
2017;Jussara;41013_13ª RS Cianorte;288.3;0;0;0;9;1;0
2013;Rondon;41013_13ª RS Cianorte;54.7;0;0;0;14;0;0
2014;Rondon;41013_13ª RS Cianorte;55;0;0;0;5;0;0
2015;Rondon;41013_13ª RS Cianorte;30.5;1;0;0;14;1;1
2016;Rondon;41013_13ª RS Cianorte;44.3;0;0;1;16;2;2
2017;Rondon;41013_13ª RS Cianorte;44.9;1;0;1;17;3;1
2013;São Manoel do Paraná;41013_13ª RS Cianorte;25.3;0;0;0;2;0;0
2014;São Manoel do Paraná;41013_13ª RS Cianorte;32.6;1;0;0;1;1;0
2015;São Manoel do Paraná;41013_13ª RS Cianorte;29.6;0;0;0;3;1;0
2016;São Manoel do Paraná;41013_13ª RS Cianorte;27.2;1;1;0;3;0;0
2017;São Manoel do Paraná;41013_13ª RS Cianorte;31.3;0;0;0;3;0;0
2013;São Tomé;41013_13ª RS Cianorte;79.1;2;2;1;9;1;0
2014;São Tomé;41013_13ª RS Cianorte;67.5;0;0;0;4;0;0
2015;São Tomé;41013_13ª RS Cianorte;55.4;0;0;0;6;3;0
2016;São Tomé;41013_13ª RS Cianorte;59.6;0;0;1;10;1;1
2017;São Tomé;41013_13ª RS Cianorte;76.3;1;1;0;5;1;0
2013;Tapejara;41013_13ª RS Cianorte;35.4;1;1;1;14;2;0
2014;Tapejara;41013_13ª RS Cianorte;32.2;21;2;1;8;4;0
2015;Tapejara;41013_13ª RS Cianorte;23.7;0;0;0;11;3;1
2016;Tapejara;41013_13ª RS Cianorte;29.8;2;0;1;17;1;0
2017;Tapejara;41013_13ª RS Cianorte;26.5;8;7;0;18;8;1
2013;Tuneiras do Oeste;41013_13ª RS Cianorte;192.3;2;1;0;9;1;1
2014;Tuneiras do Oeste;41013_13ª RS Cianorte;182.8;5;2;0;7;2;0
2015;Tuneiras do Oeste;41013_13ª RS Cianorte;189.1;1;1;1;18;0;0
2016;Tuneiras do Oeste;41013_13ª RS Cianorte;191.5;1;1;3;13;6;2
2017;Tuneiras do Oeste;41013_13ª RS Cianorte;226.2;1;1;1;6;4;0
2013;Alto Paraná;41014_14ª RS Paranavaí;158.6;1;0;2;19;0;1
2014;Alto Paraná;41014_14ª RS Paranavaí;311.5;0;0;4;22;0;1
2015;Alto Paraná;41014_14ª RS Paranavaí;318.4;0;0;0;18;0;3
2016;Alto Paraná;41014_14ª RS Paranavaí;149;0;0;0;15;3;2
2017;Alto Paraná;41014_14ª RS Paranavaí;173.6;0;0;0;13;3;0
2013;Amaporã;41014_14ª RS Paranavaí;69.5;2;1;0;4;0;1
2014;Amaporã;41014_14ª RS Paranavaí;83.5;0;0;1;6;0;0
2015;Amaporã;41014_14ª RS Paranavaí;64.8;0;0;1;5;0;0
2016;Amaporã;41014_14ª RS Paranavaí;70;0;0;0;5;0;0
2017;Amaporã;41014_14ª RS Paranavaí;89.9;1;0;0;5;0;2
2013;Cruzeiro do Sul;41014_14ª RS Paranavaí;83.1;0;0;0;1;0;0
2014;Cruzeiro do Sul;41014_14ª RS Paranavaí;81.3;0;0;0;6;0;0
2015;Cruzeiro do Sul;41014_14ª RS Paranavaí;87.3;0;0;1;3;0;0
2016;Cruzeiro do Sul;41014_14ª RS Paranavaí;70.8;0;0;0;4;1;0
2017;Cruzeiro do Sul;41014_14ª RS Paranavaí;87.6;0;0;1;8;1;1
2013;Diamante do Norte;41014_14ª RS Paranavaí;13.5;0;0;0;10;0;0
2014;Diamante do Norte;41014_14ª RS Paranavaí;10.7;0;0;1;4;2;0
2015;Diamante do Norte;41014_14ª RS Paranavaí;6.2;0;0;0;5;0;0
2016;Diamante do Norte;41014_14ª RS Paranavaí;9.8;0;0;0;10;1;2
2017;Diamante do Norte;41014_14ª RS Paranavaí;14.9;0;0;0;10;0;0
2013;Guairaçá;41014_14ª RS Paranavaí;54.6;3;2;0;9;0;0
2014;Guairaçá;41014_14ª RS Paranavaí;263.6;1;1;0;4;0;2
2015;Guairaçá;41014_14ª RS Paranavaí;155.7;1;1;0;7;0;1
2016;Guairaçá;41014_14ª RS Paranavaí;140.3;0;0;0;8;0;1
2017;Guairaçá;41014_14ª RS Paranavaí;167;1;0;0;5;3;1
2013;Inajá;41014_14ª RS Paranavaí;7.5;0;0;1;4;0;1
2014;Inajá;41014_14ª RS Paranavaí;12.7;0;0;0;1;1;0
2015;Inajá;41014_14ª RS Paranavaí;9.3;1;1;0;3;6;0
2016;Inajá;41014_14ª RS Paranavaí;8;0;0;0;3;1;1
2017;Inajá;41014_14ª RS Paranavaí;9.6;0;0;2;4;2;0
2013;Itaúna do Sul;41014_14ª RS Paranavaí;1.8;0;0;1;7;0;0
2014;Itaúna do Sul;41014_14ª RS Paranavaí;2.8;0;0;0;4;0;1
2015;Itaúna do Sul;41014_14ª RS Paranavaí;4.1;0;0;1;4;0;3
2016;Itaúna do Sul;41014_14ª RS Paranavaí;3.7;0;0;0;5;0;0
2017;Itaúna do Sul;41014_14ª RS Paranavaí;3.9;0;0;0;1;0;0
2013;Jardim Olinda;41014_14ª RS Paranavaí;17.2;0;0;0;1;0;0
2014;Jardim Olinda;41014_14ª RS Paranavaí;19.8;3;0;1;2;0;0
2015;Jardim Olinda;41014_14ª RS Paranavaí;20.3;0;0;0;2;0;0
2016;Jardim Olinda;41014_14ª RS Paranavaí;17.6;0;0;0;3;0;0
2017;Jardim Olinda;41014_14ª RS Paranavaí;34.5;0;0;0;1;0;0
2013;Loanda;41014_14ª RS Paranavaí;21.9;0;0;2;21;0;2
2014;Loanda;41014_14ª RS Paranavaí;25.9;0;0;2;25;0;0
2015;Loanda;41014_14ª RS Paranavaí;31.3;1;0;0;32;0;1
2016;Loanda;41014_14ª RS Paranavaí;34.1;0;0;1;21;1;1
2017;Loanda;41014_14ª RS Paranavaí;41.5;0;0;0;34;1;0
2013;Marilena;41014_14ª RS Paranavaí;5.8;0;0;1;8;0;1
2014;Marilena;41014_14ª RS Paranavaí;7.7;0;0;0;5;0;0
2015;Marilena;41014_14ª RS Paranavaí;9.1;4;1;0;12;21;0
2016;Marilena;41014_14ª RS Paranavaí;15.2;4;0;0;6;18;2
2017;Marilena;41014_14ª RS Paranavaí;18.9;0;0;1;12;1;0
2013;Mirador;41014_14ª RS Paranavaí;67.7;3;0;0;1;0;0
2014;Mirador;41014_14ª RS Paranavaí;103.6;0;0;0;7;0;0
2015;Mirador;41014_14ª RS Paranavaí;83.1;0;0;0;0;0;0
2016;Mirador;41014_14ª RS Paranavaí;59.7;0;0;0;2;0;2
2017;Mirador;41014_14ª RS Paranavaí;91.5;0;0;1;5;0;0
2013;Nova Aliança do Ivaí;41014_14ª RS Paranavaí;38.7;0;0;0;1;0;0
2014;Nova Aliança do Ivaí;41014_14ª RS Paranavaí;55.3;0;0;0;1;0;0
2015;Nova Aliança do Ivaí;41014_14ª RS Paranavaí;31.5;0;0;0;2;1;0
2016;Nova Aliança do Ivaí;41014_14ª RS Paranavaí;29.4;0;0;0;1;0;0
2017;Nova Aliança do Ivaí;41014_14ª RS Paranavaí;41.8;0;0;0;1;2;0
2013;Nova Londrina;41014_14ª RS Paranavaí;19.6;0;0;1;19;2;1
2014;Nova Londrina;41014_14ª RS Paranavaí;38.7;4;0;0;13;0;0
2015;Nova Londrina;41014_14ª RS Paranavaí;46;3;0;1;6;0;0
2016;Nova Londrina;41014_14ª RS Paranavaí;45.5;2;0;1;12;4;0
2017;Nova Londrina;41014_14ª RS Paranavaí;31.9;0;0;2;11;1;0
2013;Paraíso do Norte;41014_14ª RS Paranavaí;114.4;18;0;1;16;0;0
2014;Paraíso do Norte;41014_14ª RS Paranavaí;124.1;4;0;0;14;1;1
2015;Paraíso do Norte;41014_14ª RS Paranavaí;99.1;1;0;0;17;3;0
2016;Paraíso do Norte;41014_14ª RS Paranavaí;101.3;2;0;2;11;1;1
2017;Paraíso do Norte;41014_14ª RS Paranavaí;111.8;0;0;2;17;3;2
2013;Paranapoema;41014_14ª RS Paranavaí;24.4;0;0;0;4;0;0
2014;Paranapoema;41014_14ª RS Paranavaí;36.1;0;0;0;2;1;0
2015;Paranapoema;41014_14ª RS Paranavaí;27;0;0;0;1;0;0
2016;Paranapoema;41014_14ª RS Paranavaí;19;0;0;0;3;3;0
2017;Paranapoema;41014_14ª RS Paranavaí;34.5;0;0;0;2;0;0
2013;Paranavaí;41014_14ª RS Paranavaí;303.7;4;0;5;96;4;4
2014;Paranavaí;41014_14ª RS Paranavaí;419.7;5;1;7;126;8;7
2015;Paranavaí;41014_14ª RS Paranavaí;685;2;0;3;132;15;5
2016;Paranavaí;41014_14ª RS Paranavaí;478.2;1;0;5;90;17;7
2017;Paranavaí;41014_14ª RS Paranavaí;377.2;10;1;5;102;14;1
2013;Planaltina do Paraná;41014_14ª RS Paranavaí;16.9;0;0;0;2;0;1
2014;Planaltina do Paraná;41014_14ª RS Paranavaí;27.7;0;0;0;6;0;0
2015;Planaltina do Paraná;41014_14ª RS Paranavaí;22.2;6;5;0;2;1;0
2016;Planaltina do Paraná;41014_14ª RS Paranavaí;31;0;0;0;5;0;0
2017;Planaltina do Paraná;41014_14ª RS Paranavaí;36.5;1;1;0;12;2;0
2013;Porto Rico;41014_14ª RS Paranavaí;3.7;2;1;1;2;0;1
2014;Porto Rico;41014_14ª RS Paranavaí;3.1;0;0;0;4;0;0
2015;Porto Rico;41014_14ª RS Paranavaí;3.9;1;1;0;2;0;1
2016;Porto Rico;41014_14ª RS Paranavaí;4.1;0;0;0;6;0;0
2017;Porto Rico;41014_14ª RS Paranavaí;6.9;0;0;0;6;0;0
2013;Querência do Norte;41014_14ª RS Paranavaí;91.7;2;2;1;12;0;0
2014;Querência do Norte;41014_14ª RS Paranavaí;164.5;2;2;1;14;0;2
2015;Querência do Norte;41014_14ª RS Paranavaí;143.6;1;1;2;20;0;0
2016;Querência do Norte;41014_14ª RS Paranavaí;195.7;5;5;0;13;2;1
2017;Querência do Norte;41014_14ª RS Paranavaí;300.3;1;1;0;22;3;1
2013;Santa Cruz de Monte Castelo;41014_14ª RS Paranavaí;55.9;0;0;0;4;0;1
2014;Santa Cruz de Monte Castelo;41014_14ª RS Paranavaí;81.7;0;0;0;12;0;1
2015;Santa Cruz de Monte Castelo;41014_14ª RS Paranavaí;100.4;0;0;0;9;0;0
2016;Santa Cruz de Monte Castelo;41014_14ª RS Paranavaí;111;3;3;1;8;1;2
2017;Santa Cruz de Monte Castelo;41014_14ª RS Paranavaí;151.9;1;0;0;15;0;0
2013;Santa Isabel do Ivaí;41014_14ª RS Paranavaí;43.5;0;0;0;7;0;0
2014;Santa Isabel do Ivaí;41014_14ª RS Paranavaí;46.6;0;0;0;11;0;0
2015;Santa Isabel do Ivaí;41014_14ª RS Paranavaí;54.8;5;4;1;14;0;0
2016;Santa Isabel do Ivaí;41014_14ª RS Paranavaí;54.1;3;1;0;8;0;0
2017;Santa Isabel do Ivaí;41014_14ª RS Paranavaí;69.4;1;0;1;17;0;0
2013;Santa Mônica;41014_14ª RS Paranavaí;54.1;0;0;0;3;0;0
2014;Santa Mônica;41014_14ª RS Paranavaí;75.3;0;0;0;2;0;0
2015;Santa Mônica;41014_14ª RS Paranavaí;68.4;1;1;0;3;0;0
2016;Santa Mônica;41014_14ª RS Paranavaí;74.8;0;0;0;6;0;0
2017;Santa Mônica;41014_14ª RS Paranavaí;83.2;0;0;0;11;0;0
2013;Santo Antônio do Caiuá;41014_14ª RS Paranavaí;16.3;0;0;0;1;0;0
2014;Santo Antônio do Caiuá;41014_14ª RS Paranavaí;51.1;0;0;0;3;8;0
2015;Santo Antônio do Caiuá;41014_14ª RS Paranavaí;63.9;0;0;0;7;1;0
2016;Santo Antônio do Caiuá;41014_14ª RS Paranavaí;12.4;3;1;0;9;4;0
2017;Santo Antônio do Caiuá;41014_14ª RS Paranavaí;18.2;0;0;0;3;3;0
2013;São Carlos do Ivaí;41014_14ª RS Paranavaí;158.6;0;0;0;8;0;0
2014;São Carlos do Ivaí;41014_14ª RS Paranavaí;157.3;9;1;0;4;0;0
2015;São Carlos do Ivaí;41014_14ª RS Paranavaí;180.2;0;0;0;12;0;0
2016;São Carlos do Ivaí;41014_14ª RS Paranavaí;187.9;1;1;0;3;0;1
2017;São Carlos do Ivaí;41014_14ª RS Paranavaí;209;2;0;0;9;0;0
2013;São João do Caiuá;41014_14ª RS Paranavaí;19.4;1;0;1;7;0;0
2014;São João do Caiuá;41014_14ª RS Paranavaí;37.6;2;1;0;3;0;2
2015;São João do Caiuá;41014_14ª RS Paranavaí;76.5;0;0;0;7;0;0
2016;São João do Caiuá;41014_14ª RS Paranavaí;40.5;1;0;0;8;1;0
2017;São João do Caiuá;41014_14ª RS Paranavaí;39.3;1;0;0;10;0;0
2013;São Pedro do Paraná;41014_14ª RS Paranavaí;1.5;1;0;0;2;0;0
2014;São Pedro do Paraná;41014_14ª RS Paranavaí;5.8;0;0;0;3;0;0
2015;São Pedro do Paraná;41014_14ª RS Paranavaí;3.7;0;0;0;4;0;0
2016;São Pedro do Paraná;41014_14ª RS Paranavaí;4.5;0;0;0;5;0;0
2017;São Pedro do Paraná;41014_14ª RS Paranavaí;3.8;0;0;0;2;1;0
2013;Tamboara;41014_14ª RS Paranavaí;75.4;5;0;0;5;0;0
2014;Tamboara;41014_14ª RS Paranavaí;76.3;0;0;0;4;0;2
2015;Tamboara;41014_14ª RS Paranavaí;56;0;0;1;9;0;1
2016;Tamboara;41014_14ª RS Paranavaí;51.3;1;0;0;15;0;1
2017;Tamboara;41014_14ª RS Paranavaí;67.7;0;0;0;5;1;0
2013;Terra Rica;41014_14ª RS Paranavaí;30.7;1;0;1;14;0;3
2014;Terra Rica;41014_14ª RS Paranavaí;56.7;0;0;1;12;0;2
2015;Terra Rica;41014_14ª RS Paranavaí;71.6;0;0;0;20;1;0
2016;Terra Rica;41014_14ª RS Paranavaí;103.1;2;2;1;21;0;0
2017;Terra Rica;41014_14ª RS Paranavaí;87.5;0;0;1;27;2;0
2013;Ângulo;41015_15ª RS Maringá;70.4;0;0;0;3;1;0
2014;Ângulo;41015_15ª RS Maringá;91;1;0;0;2;0;0
2015;Ângulo;41015_15ª RS Maringá;88.3;0;0;0;4;3;0
2016;Ângulo;41015_15ª RS Maringá;88.4;1;1;0;0;9;0
2017;Ângulo;41015_15ª RS Maringá;96.8;0;0;1;2;0;0
2013;Astorga;41015_15ª RS Maringá;311.1;1;0;1;31;2;1
2014;Astorga;41015_15ª RS Maringá;348.1;1;1;2;30;3;2
2015;Astorga;41015_15ª RS Maringá;338;5;2;2;35;21;3
2016;Astorga;41015_15ª RS Maringá;335.4;8;3;0;30;15;0
2017;Astorga;41015_15ª RS Maringá;382.5;4;2;0;47;20;2
2013;Atalaia;41015_15ª RS Maringá;98.6;0;0;0;2;0;0
2014;Atalaia;41015_15ª RS Maringá;106.3;1;1;0;3;0;1
2015;Atalaia;41015_15ª RS Maringá;157.4;0;0;1;6;2;0
2016;Atalaia;41015_15ª RS Maringá;134.9;0;0;0;6;2;0
2017;Atalaia;41015_15ª RS Maringá;157.8;0;0;1;4;4;0
2013;Colorado;41015_15ª RS Maringá;26.2;7;2;0;29;2;0
2014;Colorado;41015_15ª RS Maringá;26.2;24;0;1;22;3;0
2015;Colorado;41015_15ª RS Maringá;31.2;2;1;0;26;22;1
2016;Colorado;41015_15ª RS Maringá;40.1;3;1;2;33;11;0
2017;Colorado;41015_15ª RS Maringá;37.1;6;3;1;27;30;1
2013;Doutor Camargo;41015_15ª RS Maringá;107.9;2;2;0;5;0;0
2014;Doutor Camargo;41015_15ª RS Maringá;115.4;0;0;1;8;2;0
2015;Doutor Camargo;41015_15ª RS Maringá;144.2;0;0;0;13;0;0
2016;Doutor Camargo;41015_15ª RS Maringá;122.1;0;0;0;5;2;0
2017;Doutor Camargo;41015_15ª RS Maringá;141.1;2;1;0;16;3;1
2013;Floraí;41015_15ª RS Maringá;194.8;1;1;1;7;0;0
2014;Floraí;41015_15ª RS Maringá;240.3;1;1;1;8;0;1
2015;Floraí;41015_15ª RS Maringá;234.9;0;0;0;7;2;0
2016;Floraí;41015_15ª RS Maringá;258.1;1;1;0;7;0;2
2017;Floraí;41015_15ª RS Maringá;277.5;2;0;1;4;0;0
2013;Floresta;41015_15ª RS Maringá;178.5;1;0;1;10;1;0
2014;Floresta;41015_15ª RS Maringá;206.9;1;0;1;6;0;0
2015;Floresta;41015_15ª RS Maringá;228.8;1;1;2;9;0;0
2016;Floresta;41015_15ª RS Maringá;220.2;2;1;1;5;2;0
2017;Floresta;41015_15ª RS Maringá;267.4;1;0;0;17;8;0
2013;Flórida;41015_15ª RS Maringá;35.9;2;0;0;1;1;0
2014;Flórida;41015_15ª RS Maringá;35.5;0;0;1;2;3;0
2015;Flórida;41015_15ª RS Maringá;35.8;4;1;0;4;5;0
2016;Flórida;41015_15ª RS Maringá;34.3;1;0;1;4;6;0
2017;Flórida;41015_15ª RS Maringá;51.1;4;1;0;3;1;0
2013;Iguaraçu;41015_15ª RS Maringá;128;1;0;1;5;0;0
2014;Iguaraçu;41015_15ª RS Maringá;137.3;0;0;1;8;1;0
2015;Iguaraçu;41015_15ª RS Maringá;144.8;2;0;2;3;2;0
2016;Iguaraçu;41015_15ª RS Maringá;140.8;0;0;0;10;1;0
2017;Iguaraçu;41015_15ª RS Maringá;141.6;5;4;0;4;0;0
2013;Itaguajé;41015_15ª RS Maringá;13.3;1;1;0;2;0;0
2014;Itaguajé;41015_15ª RS Maringá;14;30;0;0;4;0;0
2015;Itaguajé;41015_15ª RS Maringá;11;1;1;0;5;2;0
2016;Itaguajé;41015_15ª RS Maringá;13;0;0;0;2;0;0
2017;Itaguajé;41015_15ª RS Maringá;12.1;0;0;0;3;1;0
2013;Itambé;41015_15ª RS Maringá;136.5;4;3;0;13;0;2
2014;Itambé;41015_15ª RS Maringá;159.6;0;0;0;8;0;0
2015;Itambé;41015_15ª RS Maringá;192;2;1;0;9;0;2
2016;Itambé;41015_15ª RS Maringá;188.1;0;0;0;8;1;0
2017;Itambé;41015_15ª RS Maringá;275.9;1;1;0;8;6;2
2013;Ivatuba;41015_15ª RS Maringá;106.1;0;0;0;4;0;0
2014;Ivatuba;41015_15ª RS Maringá;131.3;0;0;0;5;0;0
2015;Ivatuba;41015_15ª RS Maringá;150;0;0;0;1;0;0
2016;Ivatuba;41015_15ª RS Maringá;132.9;0;0;0;5;0;0
2017;Ivatuba;41015_15ª RS Maringá;152.8;1;1;0;6;4;0
2013;Lobato;41015_15ª RS Maringá;103.9;2;0;0;7;0;0
2014;Lobato;41015_15ª RS Maringá;90.2;0;0;1;13;1;0
2015;Lobato;41015_15ª RS Maringá;78.5;0;0;0;5;1;0
2016;Lobato;41015_15ª RS Maringá;85.3;1;0;0;4;0;0
2017;Lobato;41015_15ª RS Maringá;84.6;5;3;0;3;3;0
2013;Mandaguaçu;41015_15ª RS Maringá;160.1;7;3;2;22;0;1
2014;Mandaguaçu;41015_15ª RS Maringá;201.7;4;0;2;20;1;1
2015;Mandaguaçu;41015_15ª RS Maringá;162;1;0;1;38;2;1
2016;Mandaguaçu;41015_15ª RS Maringá;146;2;0;0;26;11;1
2017;Mandaguaçu;41015_15ª RS Maringá;162.3;2;0;4;31;57;2
2013;Mandaguari;41015_15ª RS Maringá;76.9;2;0;0;28;0;0
2014;Mandaguari;41015_15ª RS Maringá;92.1;8;3;2;32;3;0
2015;Mandaguari;41015_15ª RS Maringá;96.2;1;0;2;39;6;1
2016;Mandaguari;41015_15ª RS Maringá;118.9;4;2;0;31;6;0
2017;Mandaguari;41015_15ª RS Maringá;97.2;9;2;3;61;28;1
2013;Marialva;41015_15ª RS Maringá;991.4;8;5;1;55;1;2
2014;Marialva;41015_15ª RS Maringá;1364.4;7;6;3;30;7;0
2015;Marialva;41015_15ª RS Maringá;1332;2;1;5;38;33;5
2016;Marialva;41015_15ª RS Maringá;516.3;4;3;1;43;37;5
2017;Marialva;41015_15ª RS Maringá;440.5;12;4;0;48;54;1
2013;Maringá;41015_15ª RS Maringá;516;52;9;19;430;117;21
2014;Maringá;41015_15ª RS Maringá;674.9;25;2;22;440;120;13
2015;Maringá;41015_15ª RS Maringá;524.1;28;5;24;458;192;20
2016;Maringá;41015_15ª RS Maringá;627.1;39;6;15;469;332;17
2017;Maringá;41015_15ª RS Maringá;578.8;38;5;18;541;520;27
2013;Munhoz de Melo;41015_15ª RS Maringá;65.2;3;0;0;14;0;0
2014;Munhoz de Melo;41015_15ª RS Maringá;75.4;0;0;0;5;0;1
2015;Munhoz de Melo;41015_15ª RS Maringá;88.9;0;0;0;7;1;1
2016;Munhoz de Melo;41015_15ª RS Maringá;78.8;0;0;1;4;0;1
